Sentence #,Word,POS,Tag
,a,_,O
,contaminant,_,B-Biotic_Entity
,in,_,O
,crop,_,B-Biotic_Entity
,seed,_,I-Biotic_Entity
,and,_,O
,hay,_,B-Biotic_Entity
,.,_,O
Sentence: 341,Musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,may,_,O
,also,_,O
,be,_,O
,distributed,_,B-Eventuality
,by,_,O
,birds,_,B-Biotic_Entity
,and,_,O
,mammals,_,B-Biotic_Entity
,.,_,O
Sentence: 342,Upon,_,O
,contact,_,B-Eventuality
,with,_,O
,moisture,_,B-Quality
,the,_,O
,seedcoat,_,B-Biotic_Entity
,of,_,O
,mature,_,B-Quality
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,thickens,_,B-Eventuality
,and,_,O
,releases,_,B-Eventuality
,sticky,_,B-Quality
,mucilage,_,B-Biotic_Entity
,thus,_,O
,allowing,_,B-Eventuality
,adhesion,_,B-Eventuality
,to,_,O
,moving,_,O
,objects,_,O
,.,_,O
Sentence: 343,Reviews,_,O
,by,_,O
,Desrochers,_,O
,and,_,O
,others,_,O
,and,_,O
,by,_,O
,Popay,_,O
,and,_,O
,Medd,_,O
,suggest,_,O
,that,_,O
,cattle,_,B-Biotic_Entity
,and,_,O
,domestic,_,B-Quality
,sheep,_,B-Biotic_Entity
,and,_,O
,goats,_,B-Biotic_Entity
,may,_,O
,facilitate,_,B-Eventuality
,seed,_,B-Biotic_Entity
,dispersal,_,B-Eventuality
,by,_,O
,eating,_,B-Eventuality
,seedheads,_,B-Biotic_Entity
,though,_,O
,more,_,O
,information,_,O
,is,_,O
,needed,_,O
,regarding,_,O
,the,_,O
,proportion,_,O
,of,_,O
,viable,_,B-Quality
,seed,_,B-Biotic_Entity
,voided,_,B-Eventuality
,in,_,O
,livestock,_,B-Biotic_Entity
,excreta,_,I-Biotic_Entity
,.,_,O
Sentence: 344,Musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,also,_,O
,have,_,O
,elaiosomes,_,B-Biotic_Entity
,(,_,O
,fleshy,_,B-Quality
,appendages,_,B-Biotic_Entity
,),_,O
,that,_,O
,promote,_,B-Eventuality
,seed,_,B-Biotic_Entity
,dispersal,_,B-Eventuality
,by,_,O
,ants,_,B-Biotic_Entity
,.,_,O
Sentence: 345,Seed,_,B-Biotic_Entity
,banking,_,B-Eventuality
,:,_,O
,Scientific,_,O
,information,_,O
,on,_,O
,seed,_,B-Biotic_Entity
,banking,_,B-Eventuality
,in,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,under,_,O
,field,_,O
,conditions,_,O
,is,_,O
,lacking,_,O
,although,_,O
,it,_,O
,is,_,O
,suggested,_,O
,that,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,may,_,O
,remain,_,B-Eventuality
,viable,_,B-Eventuality
,in,_,O
,the,_,O
,soil,_,B-Aggregate_Biotic_Abiotic_Entity
,for,_,B-Time
,10,_,I-Time
,to,_,I-Time
,15,_,I-Time
,years,_,I-Time
,or,_,I-Time
,more,_,I-Time
,.,_,O
Sentence: 346,Popay,_,O
,and,_,O
,Medd,_,O
,indicate,_,O
,that,_,O
,depth,_,B-Quality
,of,_,O
,burial,_,B-Eventuality
,influences,_,I-Eventuality
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seed,_,I-Biotic_Entity
,longevity,_,B-Quality
,with,_,O
,seeds,_,B-Biotic_Entity
,buried,_,B-Eventuality
,in,_,O
,the,_,O
,top,_,O
,2,_,B-Value
,cm,_,B-Unit
,of,_,O
,soil,_,B-Aggregate_Biotic_Abiotic_Entity
,surviving,_,B-Eventuality
,3,_,B-Time
,years,_,I-Time
,and,_,O
,seed,_,B-Biotic_Entity
,buried,_,B-Eventuality
,at,_,O
,greater,_,O
,depths,_,B-Quality
,maintaining,_,B-Eventuality
,viability,_,B-Eventuality
,for,_,B-Time
,longer,_,I-Time
,periods,_,I-Time
,.,_,O
Sentence: 347,Examples,_,O
,of,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,invasion,_,B-Eventuality
,following,_,B-Eventuality
,disturbances,_,B-Eventuality
,such,_,O
,as,_,O
,fire,_,B-Eventuality
,insect,_,B-Biotic_Entity
,kill,_,B-Eventuality
,or,_,O
,other,_,O
,vegetation,_,B-Biotic_Entity
,removal,_,B-Eventuality
,suggest,_,O
,that,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,may,_,O
,be,_,O
,present,_,B-Quality
,and,_,O
,viable,_,B-Eventuality
,in,_,O
,soil,_,B-Aggregate_Biotic_Abiotic_Entity
,if,_,O
,there,_,O
,is,_,O
,a,_,O
,history,_,O
,of,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,plants,_,I-Biotic_Entity
,on,_,O
,site,_,B-Aggregate_Biotic_Abiotic_Entity
,or,_,O
,if,_,O
,a,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,population,_,I-Biotic_Entity
,is,_,O
,nearby,_,O
,.,_,O
Sentence: 348,Popay,_,O
,and,_,O
,Medd,_,O
,report,_,O
,densities,_,B-Quality
,of,_,O
,up,_,O
,to,_,O
,477,_,B-Value
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,per,_,B-Unit
,square,_,I-Unit
,foot,_,I-Unit
,(,_,O
,"5,300",_,B-Value
,/,_,O
,m2,_,B-Unit
,),_,O
,in,_,O
,the,_,O
,top,_,O
,2,_,B-Value
,inches,_,B-Unit
,(,_,O
,4-5,_,B-Value
,cm,_,B-Unit
,),_,O
,of,_,O
,soil,_,B-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 349,Observations,_,O
,suggest,_,O
,that,_,O
,substantial,_,O
,losses,_,B-Eventuality
,may,_,O
,occur,_,B-Eventuality
,prior,_,O
,to,_,O
,recruitment,_,B-Eventuality
,.,_,O
Sentence: 350,However,_,O
,factors,_,O
,influencing,_,B-Eventuality
,the,_,O
,fate,_,B-Eventuality
,of,_,O
,seeds,_,B-Biotic_Entity
,and,_,O
,the,_,O
,conditions,_,B-Eventuality
,of,_,O
,these,_,O
,high,_,B-Quality
,losses,_,B-Eventuality
,are,_,O
,incompletely,_,O
,understood,_,O
,.,_,O
Sentence: 351,Greenfield,_,O
,and,_,O
,others,_,O
,suggested,_,O
,that,_,O
,losses,_,B-Eventuality
,of,_,O
,seeds,_,B-Biotic_Entity
,(,_,O
,including,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,),_,O
,due,_,O
,to,_,O
,soil,_,B-Aggregate_Biotic_Abiotic_Entity
,microbial,_,B-Biotic_Entity
,action,_,B-Eventuality
,may,_,O
,be,_,O
,comparable,_,O
,to,_,O
,those,_,O
,caused,_,B-Eventuality
,by,_,O
,predation,_,B-Eventuality
,and,_,O
,environmental,_,B-Eventuality
,extremes,_,I-Eventuality
,.,_,O
Sentence: 352,Germination,_,B-Eventuality
,:,_,O
,McCarty,_,O
,measured,_,O
,the,_,O
,weight,_,B-Quality
,and,_,O
,germinability,_,B-Quality
,of,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,at,_,O
,4,_,B-Value
,stages,_,B-Eventuality
,of,_,O
,seedhead,_,B-Biotic_Entity
,maturity,_,B-Eventuality
,.,_,O
Sentence: 353,At,_,O
,full,_,B-Quality
,maturity,_,B-Eventuality
,(,_,O
,just,_,O
,prior,_,O
,to,_,O
,seed,_,B-Biotic_Entity
,dispersal,_,B-Eventuality
,),_,O
,seeds,_,B-Biotic_Entity
,were,_,O
,divided,_,O
,by,_,O
,weight,_,B-Quality
,into,_,O
,"	_	O",,
,quality,_,O
,"	_	O",,
,classes,_,O
,.,_,O
Sentence: 354,About,_,O
,32,_,B-Value
,%,_,B-Unit
,of,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,rated,_,O
,"	_	O",,
,good,_,B-Quality
,"	_	O",,
,quality,_,B-Quality
,(,_,O
,95,_,B-Value
,%,_,B-Unit
,viability,_,B-Quality
,),_,O
,11,_,B-Value
,%,_,B-Unit
,were,_,O
,rated,_,O
,"	_	O",,
,fair,_,B-Quality
,"	_	O",,
,quality,_,B-Quality
,(,_,O
,37,_,B-Value
,%,_,B-Unit
,viability,_,B-Quality
,),_,O
,and,_,O
,the,_,O
,remaining,_,O
,57,_,B-Value
,%,_,B-Unit
,were,_,O
,considered,_,O
,"	_	O",,
,poor,_,B-Quality
,"	_	O",,
,quality,_,B-Quality
,seeds,_,B-Biotic_Entity
,(,_,O
,2,_,B-Value
,%,_,B-Unit
,viability,_,B-Quality
,),_,O
,.,_,O
Sentence: 355,Terminal,_,B-Quality
,heads,_,B-Biotic_Entity
,produced,_,B-Eventuality
,the,_,O
,most,_,O
,viable,_,B-Quality
,seeds,_,B-Biotic_Entity
,with,_,O
,successive,_,B-Quality
,flowering,_,B-Eventuality
,producing,_,B-Eventuality
,progressively,_,O
,fewer,_,O
,good,_,B-Quality
,quality,_,B-Quality
,seeds,_,B-Biotic_Entity
,.,_,O
Sentence: 356,McCarty,_,O
,estimated,_,O
,that,_,O
,a,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,plant,_,I-Biotic_Entity
,producing,_,B-Eventuality
,about,_,O
,"11,000",_,B-Value
,seeds,_,B-Biotic_Entity
,could,_,O
,potentially,_,O
,produce,_,B-Eventuality
,about,_,O
,"3,870",_,B-Value
,seedlings,_,B-Biotic_Entity
,.,_,O
Sentence: 357,Jessep,_,O
,made,_,O
,a,_,O
,similar,_,O
,observation,_,O
,in,_,O
,a,_,O
,New,_,B-Location
,Zealand,_,I-Location
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,population,_,I-Biotic_Entity
,.,_,O
Sentence: 358,Germination,_,B-Eventuality
,of,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,in,_,O
,the,_,O
,field,_,B-Aggregate_Biotic_Abiotic_Entity
,occurs,_,B-Eventuality
,over,_,B-Time
,several,_,I-Time
,months,_,I-Time
,in,_,I-Time
,the,_,I-Time
,fall,_,I-Time
,and,_,I-Time
,spring,_,I-Time
,.,_,O
Sentence: 359,A,_,O
,review,_,O
,by,_,O
,Desrochers,_,O
,and,_,O
,others,_,O
,indicates,_,O
,that,_,O
,some,_,O
,researchers,_,O
,report,_,O
,no,_,B-Time
,dormancy,_,I-Time
,period,_,I-Time
,for,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,and,_,O
,that,_,O
,germination,_,B-Eventuality
,of,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,in,_,O
,the,_,O
,field,_,B-Aggregate_Biotic_Abiotic_Entity
,usually,_,O
,occurs,_,B-Eventuality
,within,_,B-Time
,14,_,I-Time
,to,_,I-Time
,21,_,I-Time
,days,_,I-Time
,of,_,O
,shedding,_,B-Eventuality
,.,_,O
Sentence: 360,Several,_,O
,other,_,O
,studies,_,O
,indicate,_,O
,that,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,may,_,O
,have,_,O
,a,_,O
,period,_,B-Time
,of,_,O
,innate,_,B-Eventuality
,dormancy,_,I-Eventuality
,.,_,O
Sentence: 361,A,_,O
,dormancy,_,B-Time
,period,_,I-Time
,could,_,O
,prevent,_,B-Eventuality
,seeds,_,B-Biotic_Entity
,from,_,O
,germinating,_,B-Eventuality
,all,_,O
,at,_,O
,once,_,O
,in,_,O
,response,_,O
,to,_,O
,transient,_,B-Eventuality
,summer,_,B-Time
,rainfall,_,B-Eventuality
,and,_,O
,allow,_,B-Eventuality
,time,_,B-Time
,for,_,O
,some,_,O
,seed,_,B-Biotic_Entity
,to,_,O
,become,_,B-Eventuality
,buried,_,B-Eventuality
,.,_,O
Sentence: 362,In,_,O
,a,_,O
,greenhouse,_,O
,study,_,O
,optimum,_,O
,levels,_,O
,of,_,O
,germination,_,B-Eventuality
,survival,_,B-Eventuality
,and,_,O
,growth,_,B-Eventuality
,occurred,_,B-Eventuality
,in,_,O
,treatments,_,O
,that,_,O
,provided,_,B-Eventuality
,microhabitats,_,B-Aggregate_Biotic_Abiotic_Entity
,with,_,O
,reduced,_,B-Eventuality
,evaporation,_,I-Eventuality
,(,_,O
,a,_,O
,light,_,B-Quality
,covering,_,B-Eventuality
,of,_,O
,litter,_,B-Biotic_Entity
,and/or,_,O
,cracked,_,B-Quality
,and,_,O
,irregular,_,B-Quality
,surface,_,B-Quality
,topography,_,I-Quality
,),_,O
,.,_,O
Sentence: 363,Inadequate,_,B-Quality
,soil,_,B-Aggregate_Biotic_Abiotic_Entity
,moisture,_,B-Quality
,can,_,O
,hinder,_,B-Eventuality
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,germination,_,B-Eventuality
,and,_,O
,establishment,_,B-Eventuality
,although,_,O
,some,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,may,_,O
,germinate,_,B-Eventuality
,and,_,O
,establish,_,B-Eventuality
,under,_,O
,dry,_,B-Quality
,soil,_,B-Aggregate_Biotic_Abiotic_Entity
,conditions,_,B-Eventuality
,.,_,O
Sentence: 364,In,_,O
,the,_,O
,laboratory,_,O
,germination,_,B-Eventuality
,of,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seed,_,I-Biotic_Entity
,is,_,O
,initiated,_,B-Eventuality
,under,_,O
,moist,_,B-Quality
,conditions,_,B-Eventuality
,between,_,O
,temperatures,_,B-Quality
,of,_,O
,59,_,B-Value
,to,_,O
,86,_,B-Value
,degrees,_,B-Unit
,Fahrenheit,_,I-Unit
,(,_,O
,15-30,_,B-Value
,°C,_,B-Unit
,),_,O
,and,_,O
,is,_,O
,strongly,_,O
,enhanced,_,B-Eventuality
,by,_,O
,white,_,B-Quality
,or,_,O
,red,_,B-Quality
,light,_,B-Abiotic_Entity
,.,_,O
Sentence: 365,This,_,O
,suggests,_,O
,that,_,O
,more,_,O
,seeds,_,B-Biotic_Entity
,germinate,_,B-Eventuality
,and,_,O
,establish,_,B-Eventuality
,on,_,O
,bare,_,B-Aggregate_Biotic_Abiotic_Entity
,soils,_,I-Aggregate_Biotic_Abiotic_Entity
,in,_,O
,open,_,B-Aggregate_Biotic_Abiotic_Entity
,pastures,_,I-Aggregate_Biotic_Abiotic_Entity
,and,_,O
,other,_,O
,poorly,_,B-Aggregate_Biotic_Abiotic_Entity
,vegetated,_,I-Aggregate_Biotic_Abiotic_Entity
,sites,_,I-Aggregate_Biotic_Abiotic_Entity
,where,_,O
,there,_,O
,is,_,O
,abundant,_,B-Quality
,red,_,B-Quality
,light,_,B-Abiotic_Entity
,.,_,O
Sentence: 366,Exposure,_,B-Eventuality
,to,_,O
,darkness,_,B-Eventuality
,or,_,O
,far-red,_,B-Quality
,light,_,B-Abiotic_Entity
,inhibited,_,B-Eventuality
,germination,_,B-Eventuality
,of,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,suggesting,_,O
,an,_,O
,induced,_,B-Eventuality
,dormancy,_,I-Eventuality
,.,_,O
Sentence: 367,This,_,O
,dormancy,_,B-Eventuality
,may,_,O
,be,_,O
,broken,_,B-Eventuality
,when,_,O
,the,_,O
,light,_,B-Abiotic_Entity
,regime,_,B-Eventuality
,changes,_,I-Eventuality
,or,_,O
,possibly,_,O
,by,_,O
,other,_,O
,factors,_,O
,such,_,O
,as,_,O
,increased,_,B-Eventuality
,soil,_,B-Aggregate_Biotic_Abiotic_Entity
,nitrate,_,B-Quality
,levels,_,I-Quality
,or,_,O
,seedcoat,_,B-Biotic_Entity
,damage,_,B-Eventuality
,.,_,O
Sentence: 368,Seedling,_,B-Biotic_Entity
,establishment,_,B-Eventuality
,/,_,O
,growth,_,B-Eventuality
,:,_,O
,Most,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seedlings,_,I-Biotic_Entity
,emerge,_,B-Eventuality
,in,_,B-Time
,the,_,I-Time
,fall,_,I-Time
,although,_,O
,seedlings,_,B-Biotic_Entity
,can,_,O
,also,_,O
,emerge,_,B-Eventuality
,in,_,O
,large,_,B-Quality
,numbers,_,B-Quality
,in,_,B-Time
,the,_,I-Time
,spring,_,I-Time
,.,_,O
Sentence: 369,Development,_,B-Eventuality
,from,_,O
,seedling,_,B-Biotic_Entity
,to,_,O
,rosette,_,B-Biotic_Entity
,occurs,_,B-Eventuality
,rapidly,_,O
,.,_,O
Sentence: 370,Most,_,O
,plants,_,B-Biotic_Entity
,die,_,B-Eventuality
,before,_,O
,flowering,_,B-Eventuality
,and,_,O
,the,_,O
,percentage,_,B-Unit
,of,_,O
,seedlings,_,B-Biotic_Entity
,that,_,O
,survive,_,B-Eventuality
,to,_,O
,flowering,_,B-Eventuality
,can,_,O
,range,_,O
,from,_,O
,0,_,B-Value
,to,_,O
,46,_,B-Value
,%,_,B-Unit
,.,_,O
Sentence: 371,Because,_,O
,most,_,O
,seed,_,B-Biotic_Entity
,is,_,O
,disseminated,_,B-Eventuality
,within,_,O
,the,_,O
,immediate,_,O
,vicinity,_,O
,of,_,O
,the,_,O
,parent,_,B-Biotic_Entity
,plant,_,I-Biotic_Entity
,seedling,_,B-Biotic_Entity
,density,_,B-Quality
,tends,_,B-Eventuality
,to,_,O
,be,_,O
,high,_,B-Quality
,resulting,_,O
,in,_,O
,intraspecific,_,B-Quality
,competition,_,B-Eventuality
,and,_,O
,mortality,_,B-Eventuality
,.,_,O
Sentence: 372,The,_,O
,greatest,_,O
,mortality,_,B-Eventuality
,occurs,_,B-Eventuality
,in,_,B-Time
,late,_,I-Time
,spring,_,I-Time
,and,_,I-Time
,summer,_,I-Time
,and,_,O
,whole,_,O
,cohorts,_,B-Biotic_Entity
,of,_,O
,biennial,_,B-Quality
,thistles,_,B-Biotic_Entity
,could,_,O
,conceivably,_,O
,die,_,B-Eventuality
,during,_,B-Time
,very,_,I-Time
,hot,_,I-Time
,dry,_,I-Time
,summers,_,I-Time
,.,_,O
Sentence: 373,Survivorship,_,B-Eventuality
,flowering,_,B-Eventuality
,and,_,O
,seed,_,B-Biotic_Entity
,production,_,B-Eventuality
,in,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,are,_,O
,associated,_,O
,with,_,O
,site,_,B-Aggregate_Biotic_Abiotic_Entity
,conditions,_,B-Eventuality
,competition,_,B-Eventuality
,time,_,B-Quality
,of,_,O
,emergence,_,B-Eventuality
,and,_,O
,rosette,_,B-Biotic_Entity
,size,_,B-Quality
,.,_,O
Sentence: 374,Successful,_,B-Eventuality
,establishment,_,I-Eventuality
,of,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,may,_,O
,be,_,O
,rare,_,B-Quality
,in,_,O
,dense,_,B-Quality
,pastures,_,B-Aggregate_Biotic_Abiotic_Entity
,due,_,O
,to,_,O
,thick,_,B-Quality
,litter,_,B-Biotic_Entity
,and,_,O
,low,_,B-Quality
,light,_,B-Quality
,levels,_,I-Quality
,at,_,O
,the,_,O
,surface,_,B-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 375,Established,_,B-Eventuality
,stands,_,B-Biotic_Entity
,of,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,are,_,O
,thought,_,O
,to,_,O
,be,_,O
,self-perpetuating,_,B-Eventuality
,for,_,O
,several,_,O
,reasons,_,O
,.,_,O
Sentence: 376,At,_,O
,high,_,B-Quality
,stand,_,B-Biotic_Entity
,densities,_,B-Quality
,the,_,O
,seedbed,_,B-Biotic_Entity
,is,_,O
,devoid,_,B-Eventuality
,of,_,O
,competing,_,B-Eventuality
,vegetation,_,B-Biotic_Entity
,.,_,O
Sentence: 377,Additionally,_,O
,dead,_,B-Eventuality
,flowering,_,B-Biotic_Entity
,stalks,_,I-Biotic_Entity
,of,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,can,_,O
,trap,_,B-Eventuality
,winter,_,B-Time
,snow,_,B-Abiotic_Entity
,and,_,O
,thus,_,O
,provide,_,B-Eventuality
,additional,_,O
,moisture,_,B-Quality
,for,_,O
,spring,_,B-Time
,seed,_,B-Biotic_Entity
,germination,_,B-Eventuality
,.,_,O
Sentence: 378,One,_,O
,study,_,O
,also,_,O
,suggests,_,O
,that,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,litter,_,I-Biotic_Entity
,may,_,O
,encourage,_,B-Eventuality
,germination,_,B-Eventuality
,of,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,.,_,O
Sentence: 379,Early,_,B-Time
,autumn,_,I-Time
,germination,_,B-Eventuality
,favors,_,B-Eventuality
,high,_,B-Quality
,survivorship,_,B-Eventuality
,and,_,O
,early,_,B-Time
,flowering,_,B-Eventuality
,of,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,with,_,O
,larger,_,O
,more,_,O
,productive,_,B-Quality
,individuals,_,B-Biotic_Entity
,than,_,O
,those,_,O
,germinating,_,B-Eventuality
,late,_,B-Time
,in,_,I-Time
,the,_,I-Time
,fall,_,I-Time
,or,_,I-Time
,spring,_,I-Time
,.,_,O
Sentence: 380,McCarty,_,O
,and,_,O
,Scifres,_,O
,observed,_,O
,that,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,plants,_,I-Biotic_Entity
,growing,_,B-Eventuality
,with,_,O
,competition,_,B-Eventuality
,suffered,_,I-Eventuality
,more,_,O
,mortality,_,B-Eventuality
,than,_,O
,those,_,O
,with,_,O
,no,_,O
,competition,_,B-Eventuality
,and,_,O
,that,_,O
,seedlings,_,B-Biotic_Entity
,emerging,_,B-Eventuality
,in,_,O
,spring,_,I-Time
,had,_,O
,higher,_,O
,survival,_,B-Quality
,rates,_,I-Quality
,than,_,O
,those,_,O
,emerging,_,B-Eventuality
,in,_,O
,late,_,I-Time
,summer,_,I-Time
,and,_,I-Time
,fall,_,I-Time
,.,_,O
Sentence: 381,Musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,plants,_,I-Biotic_Entity
,with,_,O
,larger,_,O
,rosettes,_,B-Biotic_Entity
,are,_,O
,also,_,O
,more,_,O
,likely,_,O
,to,_,O
,survive,_,B-Eventuality
,and,_,O
,flower,_,B-Eventuality
,and,_,O
,produce,_,B-Eventuality
,more,_,O
,seed,_,B-Biotic_Entity
,.,_,O
Sentence: 382,Asexual,_,B-Eventuality
,regeneration,_,I-Eventuality
,:,_,O
,Vegetative,_,B-Eventuality
,reproduction,_,I-Eventuality
,has,_,O
,not,_,O
,been,_,O
,reported,_,O
,for,_,O
,musk,_,B-Biotic_Entity
,thistle,_,I-Biotic_Entity
,.,_,O
Sentence: 383,Diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,reproduces,_,B-Eventuality
,by,_,O
,seed,_,B-Biotic_Entity
,and,_,O
,is,_,O
,generally,_,O
,biennial,_,B-Quality
,.,_,O
Sentence: 384,The,_,O
,plants,_,B-Biotic_Entity
,begin,_,B-Eventuality
,as,_,O
,low,_,B-Quality
,rosettes,_,B-Biotic_Entity
,and,_,O
,may,_,O
,remain,_,B-Eventuality
,in,_,O
,this,_,O
,form,_,B-Biotic_Entity
,for,_,O
,1,_,I-Time
,to,_,I-Time
,several,_,I-Time
,years,_,I-Time
,until,_,O
,they,_,O
,reach,_,B-Eventuality
,a,_,O
,critical,_,O
,size,_,B-Quality
,(,_,O
,e.g.,_,O
,root,_,B-Biotic_Entity
,crown,_,I-Biotic_Entity
,diameter,_,B-Quality
,),_,O
,or,_,O
,stage,_,B-Eventuality
,of,_,O
,development,_,B-Eventuality
,(,_,O
,e.g.,_,O
,leaf,_,B-Biotic_Entity
,number,_,B-Quality
,),_,O
,.,_,O
Sentence: 385,At,_,O
,this,_,O
,point,_,O
,they,_,O
,respond,_,B-Eventuality
,to,_,O
,vernalization,_,B-Eventuality
,(,_,O
,low,_,B-Quality
,temperatures,_,B-Quality
,),_,O
,by,_,O
,bolting,_,B-Eventuality
,flowering,_,B-Eventuality
,setting,_,B-Eventuality
,seed,_,B-Biotic_Entity
,and,_,O
,dying,_,B-Eventuality
,.,_,O
Sentence: 386,Thus,_,O
,they,_,O
,may,_,O
,behave,_,B-Eventuality
,as,_,O
,annuals,_,B-Biotic_Entity
,biennials,_,B-Biotic_Entity
,or,_,O
,short-lived,_,B-Quality
,semelparous,_,B-Quality
,perennials,_,B-Biotic_Entity
,.,_,O
Sentence: 387,Pollination,_,B-Eventuality
,:,_,O
,Diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,is,_,O
,primarily,_,O
,insect,_,B-Biotic_Entity
,pollinated,_,B-Eventuality
,.,_,O
Sentence: 388,Honeybees,_,B-Biotic_Entity
,bumble,_,B-Biotic_Entity
,bees,_,I-Biotic_Entity
,and,_,O
,digger,_,B-Biotic_Entity
,bees,_,I-Biotic_Entity
,are,_,O
,frequent,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,flower,_,I-Biotic_Entity
,visitors,_,I-Biotic_Entity
,.,_,O
Sentence: 389,Fertilization,_,B-Eventuality
,in,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,requires,_,B-Eventuality
,cross-pollination,_,B-Eventuality
,between,_,O
,flowers,_,B-Biotic_Entity
,on,_,O
,different,_,O
,plants,_,B-Biotic_Entity
,.,_,O
Sentence: 390,This,_,O
,can,_,O
,limit,_,B-Eventuality
,the,_,O
,reproductive,_,B-Eventuality
,success,_,I-Eventuality
,of,_,O
,isolated,_,B-Eventuality
,individuals,_,B-Biotic_Entity
,but,_,O
,it,_,O
,also,_,O
,promotes,_,B-Eventuality
,genetic,_,B-Quality
,diversity,_,I-Quality
,and,_,O
,may,_,O
,thereby,_,O
,improve,_,B-Eventuality
,competitive,_,B-Eventuality
,ability,_,I-Eventuality
,.,_,O
Sentence: 391,Watson,_,O
,and,_,O
,Renney,_,O
,reported,_,O
,that,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,is,_,O
,self-compatible,_,B-Quality
,but,_,O
,the,_,O
,results,_,O
,of,_,O
,Harrod,_,O
,and,_,O
,Taylor,_,O
,refute,_,O
,this,_,O
,assertion,_,O
,.,_,O
Sentence: 392,Seed,_,B-Biotic_Entity
,production,_,B-Eventuality
,:,_,O
,Average,_,O
,seed,_,B-Biotic_Entity
,production,_,B-Eventuality
,by,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,is,_,O
,reported,_,O
,by,_,O
,area,_,B-Aggregate_Biotic_Abiotic_Entity
,as,_,O
,follows,_,O
,:,_,O
Sentence: 393,Considerable,_,O
,variation,_,B-Eventuality
,in,_,O
,seed,_,B-Biotic_Entity
,production,_,B-Eventuality
,was,_,O
,observed,_,O
,between,_,O
,sites,_,B-Aggregate_Biotic_Abiotic_Entity
